Student_ID,Full_Name,Date_of_Birth,Grade_Level,,email_id
S00356,Christine Shaw,07-19-2014,Grade 5,,sudharaju434@gmail.com
S00357,Melissa Mathis,03-03-2008,Grade 5,,sudharaju434@gmail.com
S00358,Steven Jackson,11-02-2012,Grade 2,,sudharaju434@gmail.com
S00359,Anna Lee,19-02-2015,Grade 1,,sudharaju434@gmail.com
S00360,Zachary Nguyen,10-11-2011,Grade 4,,sudharaju434@gmail.com
S00361,John Anderson,12-02-2019,Grade 1,,sudharaju434@gmail.com
S00362,Donald Taylor,23-09-2016,Grade 4,,sudharaju434@gmail.com
S00363,Brian Henry,01-02-2013,Grade 3,,sudharaju434@gmail.com
S00364,Dr. Brett Hall,10-06-2010,Grade 2,,sudharaju434@gmail.com
S00365,Michael Glass,11-25-2008,Grade 3,,sudharaju434@gmail.com
S00366,Karen Bowman,11-23-2009,Grade 2,,sudharaju434@gmail.com
S00367,Sean Miller,30-01-2014,Grade 1,,sudharaju434@gmail.com
S00368,Beth Hammond,27-03-2012,Grade 2,,sudharaju434@gmail.com
S00369,Haley Fox,01-19-2017,Grade 2,,sudharaju434@gmail.com
S00370,Christopher Knox,06-03-2017,Grade 1,,sudharaju434@gmail.com
S00371,Kyle Smith,13-11-2015,Grade 1,,sudharaju434@gmail.com
S00372,Laura Lopez,16-07-2013,Grade 4,,sudharaju434@gmail.com
S00373,Lisa Gray,09-09-2013,Grade 4,,sudharaju434@gmail.com
S00374,Jessica Price,14-10-2017,Grade 1,,sudharaju434@gmail.com
S00375,George Hunter,11-22-2013,Grade 4,,sudharaju434@gmail.com
S00376,Sheryl Lopez DDS,12-31-2016,Grade 5,,sudharaju434@gmail.com
S00377,Christina King,24-01-2014,Grade 1,,sudharaju434@gmail.com
S00378,William Baker,20-10-2016,Grade 1,,sudharaju434@gmail.com
S00379,William White,01-06-2006,Grade 3,,sudharaju434@gmail.com
S00380,jamie butler,20-06-2010,Grade 2,,sudharaju434@gmail.com
S00381,Dana Robinson,04-07-2013,Grade 1,,sudharaju434@gmail.com
S00382,David Cline,01-13-2019,Grade 1,,sudharaju434@gmail.com
S00383,Kristi Allen,09-10-2014,Grade 1,,sudharaju434@gmail.com
S00384,Melissa Moore,06-06-2009,Grade 4,,sudharaju434@gmail.com
S00385,Alicia Gonzalez,03-12-2009,Grade 2,,sudharaju434@gmail.com
S00386,Christopher Wallace,18-02-2013,Grade 1,,sudharaju434@gmail.com
S00387,Christopher Neal,18-09-2008,Grade 1,,sudharaju434@gmail.com
S00388,Grant Maddox,22-12-2011,Grade 2,,sudharaju434@gmail.com
S00389,Cameron Gibson,19-06-2018,Grade 1,,sudharaju434@gmail.com
S00390,Kimberly Young,09-09-2018,Grade 2,,sudharaju434@gmail.com
S00391,Shelly Garner,14-10-2009,Grade 4,,sudharaju434@gmail.com
S00392,Amanda Wood,03-07-2009,Grade 2,,sudharaju434@gmail.com
S00393,Stacey Gutierrez,12-21-2012,Grade 3,,sudharaju434@gmail.com
S00394,Steven Barnes,23-12-2009,Grade 4,,sudharaju434@gmail.com
S00395,Deborah Russo,30-08-2014,Grade 3,,sudharaju434@gmail.com
S00396,Jeremy Li,16-05-2015,Grade 1,,sudharaju434@gmail.com
S00397,mario pena,19-09-2013,Grade 2,,sudharaju434@gmail.com
S00398,brian little,04-02-2018,Grade 3,,sudharaju434@gmail.com
S00399,Jennifer Johnson,27-05-2012,Grade 1,,sudharaju434@gmail.com
S00400,Ashley Olsen,15-03-2008,Grade 1,,sudharaju434@gmail.com
S00401,Justin Vang,27-10-2007,Grade 3,,sudharaju434@gmail.com
S00402,Brian Johnston,04-06-2013,Grade 4,,sudharaju434@gmail.com
S00403,Clinton Moss,31-01-2009,Grade 1,,sudharaju434@gmail.com
S00404,Stacie Jordan,15-03-2010,Grade 5,,sudharaju434@gmail.com
S00405,Kyle Silva,19-02-2007,Grade 2,,sudharaju434@gmail.com
S00406,gregory smith,25-09-2015,Grade 5,,sudharaju434@gmail.com
S00407,Samantha Martin,05-04-2011,Grade 1,,sudharaju434@gmail.com
S00408,Kathleen Singh,08-02-2014,Grade 2,,sudharaju434@gmail.com
S00409,Sarah Mendoza,11-06-2017,Grade 5,,sudharaju434@gmail.com
S00410,Tracy Hernandez,05-06-2017,Grade 4,,sudharaju434@gmail.com
S00411,John Ochoa,02-14-2014,Grade 5,,sudharaju434@gmail.com
S00412,Jean Baker,13-10-2017,Grade 5,,sudharaju434@gmail.com
S00413,Susan Schroeder,25-08-2013,Grade 3,,sudharaju434@gmail.com
S00414,Denise Johnson,17-02-2013,Grade 5,,sudharaju434@gmail.com
S00415,Danielle Williams,03-03-2008,Grade 4,,sudharaju434@gmail.com
S00416,Dillon Braun,10-07-2013,Grade 1,,sudharaju434@gmail.com
S00417,Nathan Bowen,09-02-2012,Grade 1,,sudharaju434@gmail.com
S00418,Charles Odonnell,29-02-2008,Grade 4,,sudharaju434@gmail.com
S00419,Ricky Roberts,03-10-2015,Grade 4,,sudharaju434@gmail.com
S00420,Amber Ross,19-06-2007,Grade 5,,sudharaju434@gmail.com
S00421,kendra perkins,11-07-2009,Grade 1,,sudharaju434@gmail.com
S00422,Autumn Dorsey,06-23-2010,Grade 2,,sudharaju434@gmail.com
S00423,Logan Mckinney,31-03-2013,Grade 3,,sudharaju434@gmail.com
S00424,Nicholas Adkins,23-12-2018,Grade 2,,sudharaju434@gmail.com
S00425,Cody Cantrell,18-11-2018,Grade 5,,sudharaju434@gmail.com
S00426,Mary Moon,05-10-2018,Grade 2,,sudharaju434@gmail.com
S00427,William Brooks,21-03-2006,Grade 3,,sudharaju434@gmail.com
S00428,Jeremiah Morgan,03-08-2006,Grade 1,,sudharaju434@gmail.com
S00429,Meghan Prince,15-05-2006,Grade 3,,sudharaju434@gmail.com
S00430,Cole Solis,08-05-2007,Grade 5,,sudharaju434@gmail.com
S00431,Jodi Jones,17-07-2017,Grade 2,,sudharaju434@gmail.com
S00432,nicholas house,10-10-2015,Grade 4,,sudharaju434@gmail.com
S00433,Donald Thompson,04-09-2013,Grade 2,,sudharaju434@gmail.com
S00434,Leslie Moody,15-12-2012,Grade 4,,sudharaju434@gmail.com
S00435,Paul Holloway,26-09-2008,Grade 1,,sudharaju434@gmail.com
S00436,Stephanie Sexton,05-02-2012,Grade 5,,sudharaju434@gmail.com
S00437,jason rodriguez,24-04-2018,Grade 5,,sudharaju434@gmail.com
S00438,April Duarte,27-03-2017,Grade 5,,sudharaju434@gmail.com
S00439,Pamela Smith,06-02-2009,Grade 5,,sudharaju434@gmail.com
S00440,Melissa Weiss,22-09-2018,Grade 5,,sudharaju434@gmail.com
S00441,Tony Collins,02-05-2012,Grade 3,,sudharaju434@gmail.com
S00442,Ryan Robertson,16-09-2016,Grade 3,,sudharaju434@gmail.com
S00443,Destiny Lloyd,28-04-2014,Grade 5,,sudharaju434@gmail.com
S00444,Dustin David,02-15-2010,Grade 5,,sudharaju434@gmail.com
S00445,Richard Underwood,02-06-2013,Grade 4,,sudharaju434@gmail.com
S00446,Miguel Perez,27-01-2016,Grade 3,,sudharaju434@gmail.com
S00447,Michael Morris,06-08-2009,Grade 5,,sudharaju434@gmail.com
S00448,Rachel Knight,10-09-2013,Grade 4,,sudharaju434@gmail.com
S00449,Douglas Robbins,10-01-2006,Grade 5,,sudharaju434@gmail.com
S00450,Jared Turner,08-05-2016,Grade 1,,sudharaju434@gmail.com
S00451,Kathryn Jackson,19-09-2016,Grade 5,,sudharaju434@gmail.com
S00452,Andrew Juarez,06-04-2017,Grade 3,,sudharaju434@gmail.com
S00453,Mackenzie Barron,09-08-2012,Grade 5,,sudharaju434@gmail.com
S00454,Brian Green,06-12-2010,Grade 3,,sudharaju434@gmail.com
S00455,Sarah Peters,05-06-2013,Grade 2,,sudharaju434@gmail.com
S00456,Rhonda Juarez,13-12-2015,Grade 3,,sudharaju434@gmail.com
S00457,Jesus Lawrence,06-05-2011,Grade 1,,sudharaju434@gmail.com
S00458,Amber Gray,10-03-2011,Grade 5,,sudharaju434@gmail.com
S00459,Maria Miranda,06-09-2018,Grade 4,,sudharaju434@gmail.com
S00460,Heather Park,09-06-2017,Grade 4,,sudharaju434@gmail.com
S00461,Jose Young,22-02-2016,Grade 5,,sudharaju434@gmail.com
S00462,Samantha Potter,30-05-2009,Grade 3,,sudharaju434@gmail.com
S00463,Scott Hamilton,11-01-2013,Grade 2,,sudharaju434@gmail.com
S00464,Ronald Thompson,17-09-2018,Grade 1,,sudharaju434@gmail.com
S00465,Henry Long,02-08-2015,Grade 5,,sudharaju434@gmail.com
S00466,Ashley Parsons,12-04-2013,Grade 2,,sudharaju434@gmail.com
S00467,Zoe Wright,23-01-2016,Grade 3,,sudharaju434@gmail.com
S00468,Christopher Dixon,04-06-2010,Grade 1,,sudharaju434@gmail.com
S00469,Lucas Anderson,12-09-2013,Grade 5,,sudharaju434@gmail.com
S00470,Michael Gomez,28-04-2013,Grade 5,,sudharaju434@gmail.com
S00471,Robin Collier,10-09-2018,Grade 3,,sudharaju434@gmail.com
S00472,mrs. anita escobar,06-09-2014,Grade 3,,sudharaju434@gmail.com
S00473,trevor black,14-08-2009,Grade 1,,sudharaju434@gmail.com
S00474,Riley Lopez,16-12-2010,Grade 2,,sudharaju434@gmail.com
S00475,Amy Perry,26-10-2007,Grade 2,,sudharaju434@gmail.com
S00476,jacob ramirez,23-08-2007,Grade 5,,sudharaju434@gmail.com
S00477,Cindy Snyder,03-27-2012,Grade 2,,sudharaju434@gmail.com
S00478,Jeremy Davis,05-07-2012,Grade 1,,sudharaju434@gmail.com
S00479,Nicole Morgan,14-12-2015,Grade 4,,sudharaju434@gmail.com
S00480,robert cook,26-09-2017,Grade 3,,sudharaju434@gmail.com
S00481,Terri Austin,23-11-2009,Grade 2,,sudharaju434@gmail.com
S00482,Cesar Wallace,19-01-2013,Grade 5,,sudharaju434@gmail.com
S00483,Kendra Noble,05-24-2011,Grade 5,,sudharaju434@gmail.com
S00484,Nicholas Turner,23-02-2007,Grade 3,,sudharaju434@gmail.com
S00485,lisa villarreal,08-09-2016,Grade 3,,sudharaju434@gmail.com
S00486,Richard Carter,02-04-2007,Grade 5,,sudharaju434@gmail.com
S00487,Morgan Fisher,20-09-2010,Grade 5,,sudharaju434@gmail.com
S00488,Joshua Cole,09-08-2007,Grade 1,,sudharaju434@gmail.com
S00489,Charles Lopez,16-05-2017,Grade 5,,sudharaju434@gmail.com
S00490,Matthew Fleming,18-03-2015,Grade 1,,sudharaju434@gmail.com
S00491,Kim Roberts,01-08-2010,Grade 3,,sudharaju434@gmail.com
S00492,Lawrence Jones,14-06-2010,Grade 3,,sudharaju434@gmail.com
S00493,Theodore Leach,28-02-2018,Grade 1,,sudharaju434@gmail.com
S00494,Hector Macias,21-06-2011,Grade 5,,sudharaju434@gmail.com
S00495,Felicia Lambert,07-17-2006,Grade 3,,sudharaju434@gmail.com
S00496,Victoria Lopez,09-10-2014,Grade 2,,sudharaju434@gmail.com
S00497,Patricia Graham,29-10-2015,Grade 3,,sudharaju434@gmail.com
S00498,Briana Jennings,15-08-2010,Grade 5,,sudharaju434@gmail.com
S00499,James Lopez,10-06-2014,Grade 3,,sudharaju434@gmail.com
S00500,Christopher Foster,15-06-2014,Grade 1,,sudharaju434@gmail.com
S00501,Charles Jones,30-03-2014,Grade 2,,sudharaju434@gmail.com
S00502,Patricia Peterson,01-09-2012,Grade 5,,sudharaju434@gmail.com
S00503,Larry Palmer,05-15-2011,Grade 1,,sudharaju434@gmail.com
S00504,Kristen Bridges,08-20-2007,Grade 3,,sudharaju434@gmail.com
S00505,Jessica Holmes,07-27-2015,Grade 2,,sudharaju434@gmail.com
S00506,Susan Thomas,13-04-2013,Grade 5,,sudharaju434@gmail.com
S00507,Mark Dixon,20-12-2012,Grade 3,,sudharaju434@gmail.com
S00508,Mrs. Kaitlin West,05-09-2018,Grade 3,,sudharaju434@gmail.com
S00509,David Johnson,11-12-2017,Grade 4,,sudharaju434@gmail.com
S00510,Zachary Ramirez,09-10-2010,Grade 1,,sudharaju434@gmail.com
S00511,William Stanley,24-11-2014,Grade 4,,sudharaju434@gmail.com
S00512,Andrea Thompson,27-01-2010,Grade 1,,sudharaju434@gmail.com
S00513,Ashley Cunningham,15-12-2014,Grade 3,,sudharaju434@gmail.com
S00514,amanda stephenson,28-12-2014,Grade 1,,sudharaju434@gmail.com
S00515,David Lawson,24-07-2018,Grade 1,,sudharaju434@gmail.com
S00516,Marisa Baker,26-02-2019,Grade 1,,sudharaju434@gmail.com
S00517,mrs. charlene chang,12-06-2013,Grade 1,,sudharaju434@gmail.com
S00518,Danielle Palmer,26-11-2009,Grade 4,,sudharaju434@gmail.com
S00519,Bonnie Wilson MD,03-12-2012,Grade 3,,sudharaju434@gmail.com
S00520,Paul Bowers,14-03-2016,Grade 5,,sudharaju434@gmail.com
S00521,Leonard Price,05-10-2010,Grade 2,,sudharaju434@gmail.com
S00522,Leslie Jacobs,07-10-2013,Grade 1,,sudharaju434@gmail.com
S00523,David King,14-04-2017,Grade 1,,sudharaju434@gmail.com
S00524,George White,24-10-2017,Grade 3,,sudharaju434@gmail.com
S00525,Mr. Justin Thornton,03-02-2008,Grade 5,,sudharaju434@gmail.com
S00526,Anthony Gutierrez,12-11-2006,Grade 5,,sudharaju434@gmail.com
S00527,Raymond Le,09-12-2006,Grade 4,,sudharaju434@gmail.com
S00528,Samantha Beard,01-07-2011,Grade 5,,sudharaju434@gmail.com
S00529,Heather Garcia,12-12-2012,Grade 4,,sudharaju434@gmail.com
S00530,Parker Floyd,04-04-2012,Grade 5,,sudharaju434@gmail.com
S00531,Eric Foster,21-04-2017,Grade 3,,sudharaju434@gmail.com
S00532,Chris Lam,10-07-2018,Grade 5,,sudharaju434@gmail.com
S00533,lee garza,04-10-2010,Grade 1,,sudharaju434@gmail.com
S00534,George Aguirre,06-07-2009,Grade 5,,sudharaju434@gmail.com
S00535,Jennifer Porter,05-13-2011,Grade 5,,sudharaju434@gmail.com
S00536,Benjamin Johnson,03-10-2013,Grade 5,,sudharaju434@gmail.com
S00537,Earl Rojas,02-08-2016,Grade 2,,sudharaju434@gmail.com
S00538,Cynthia Garcia,05-18-2008,Grade 4,,sudharaju434@gmail.com
S00539,Christopher Barajas,29-05-2009,Grade 3,,sudharaju434@gmail.com
S00540,Jessica Gonzalez,01-06-2006,Grade 5,,sudharaju434@gmail.com
S00541,joe garner,09-15-2016,Grade 2,,sudharaju434@gmail.com
S00542,Danielle Young,19-11-2006,Grade 3,,sudharaju434@gmail.com
S00543,Patrick Jennings,01-06-2012,Grade 2,,sudharaju434@gmail.com
S00544,Norma Roth,28-10-2016,Grade 3,,sudharaju434@gmail.com
S00545,robert boyle,27-10-2012,Grade 4,,sudharaju434@gmail.com
S00546,Amanda Murray,10-30-2011,Grade 2,,sudharaju434@gmail.com
S00547,mary gibbs,04-03-2013,Grade 1,,sudharaju434@gmail.com
S00548,Joseph Nunez,13-10-2016,Grade 5,,sudharaju434@gmail.com
S00549,Javier Gallagher,08-08-2006,Grade 5,,sudharaju434@gmail.com
S00550,Arthur Brown,22-07-2013,Grade 1,,sudharaju434@gmail.com
S00551,Thomas Padilla,19-07-2010,Grade 2,,sudharaju434@gmail.com
S00552,Erika Wall,11-08-2010,Grade 2,,sudharaju434@gmail.com
S00553,Christopher Fletcher,07-02-2011,Grade 2,,sudharaju434@gmail.com
S00554,Kelsey Miller,21-09-2011,Grade 3,,sudharaju434@gmail.com
S00555,Cameron Turner,03-09-2012,Grade 2,,sudharaju434@gmail.com
S00556,Joseph Clay,29-04-2012,Grade 3,,sudharaju434@gmail.com
S00557,Elizabeth Stafford,23-10-2014,Grade 5,,sudharaju434@gmail.com
S00558,Michael Hodges,25-03-2009,Grade 5,,sudharaju434@gmail.com
S00559,David Rose,09-07-2007,Grade 4,,sudharaju434@gmail.com
S00560,Gregory Payne,22-11-2013,Grade 4,,sudharaju434@gmail.com
S00561,gina smith,05-12-2006,Grade 1,,sudharaju434@gmail.com
S00562,Johnny Moore,24-04-2013,Grade 4,,sudharaju434@gmail.com
S00563,jody taylor,28-04-2007,Grade 4,,sudharaju434@gmail.com
S00564,Jennifer Garcia,01-03-2010,Grade 2,,sudharaju434@gmail.com
S00565,Steven Mcguire,07-03-2008,Grade 1,,sudharaju434@gmail.com
S00566,Danielle Grant,09-14-2012,Grade 4,,sudharaju434@gmail.com
S00567,Curtis Rowe,08-31-2007,Grade 3,,sudharaju434@gmail.com
S00568,Jennifer Wilson,07-04-2015,Grade 5,,sudharaju434@gmail.com
S00569,Gloria Pineda,07-09-2015,Grade 5,,sudharaju434@gmail.com
S00570,Jennifer Hernandez,13-04-2014,Grade 3,,sudharaju434@gmail.com
S00571,Christine Leach,22-05-2007,Grade 3,,sudharaju434@gmail.com
S00572,Stacey Villegas,12-07-2014,Grade 5,,sudharaju434@gmail.com
S00573,Shelly Mcdowell,12-29-2009,Grade 1,,sudharaju434@gmail.com
S00574,Sara Rosales,27-03-2009,Grade 4,,sudharaju434@gmail.com
S00575,Dennis Montoya,08-03-2009,Grade 5,,sudharaju434@gmail.com
S00576,John Sandoval,28-01-2017,Grade 2,,sudharaju434@gmail.com
S00577,Jerry Mclaughlin,28-06-2006,Grade 4,,sudharaju434@gmail.com
S00578,Jennifer Barnes,07-02-2010,Grade 1,,sudharaju434@gmail.com
S00579,Jorge Lopez,31-05-2016,Grade 3,,sudharaju434@gmail.com
S00580,Robert Garcia,03-03-2011,Grade 3,,sudharaju434@gmail.com
S00581,zachary randolph,30-06-2018,Grade 1,,sudharaju434@gmail.com
S00582,Chad Conley,30-09-2018,Grade 1,,sudharaju434@gmail.com
S00583,Ashley Joseph MD,18-10-2014,Grade 5,,sudharaju434@gmail.com
S00584,John Hunt,22-11-2012,Grade 1,,sudharaju434@gmail.com
S00585,Alexis Marks,05-09-2013,Grade 4,,sudharaju434@gmail.com
S00586,Kelly Williams,11-12-2010,Grade 2,,sudharaju434@gmail.com
S00587,Melvin Morales,09-17-2015,Grade 3,,sudharaju434@gmail.com
S00588,Beth Jackson,27-01-2012,Grade 1,,sudharaju434@gmail.com
S00589,Jennifer Park,13-06-2010,Grade 1,,sudharaju434@gmail.com
S00590,Michael Craig,28-05-2010,Grade 4,,sudharaju434@gmail.com
S00591,Neil Webb,09-17-2017,Grade 1,,sudharaju434@gmail.com
S00592,Evelyn Stanley,11-10-2008,Grade 3,,sudharaju434@gmail.com
S00593,Austin Hoffman,01-09-2018,Grade 1,,sudharaju434@gmail.com
S00594,Jeffrey Johnson,12-06-2016,Grade 1,,sudharaju434@gmail.com
S00595,anna porter,03-07-2011,Grade 5,,sudharaju434@gmail.com
S00596,robert evans,28-08-2011,Grade 4,,sudharaju434@gmail.com
S00597,Robert Townsend,28-11-2009,Grade 5,,sudharaju434@gmail.com
S00598,Mr. Barry Gonzalez,05-05-2016,Grade 1,,sudharaju434@gmail.com
S00599,Corey Grant,07-07-2009,Grade 5,,sudharaju434@gmail.com
S00600,Brittany Foster,01-18-2019,Grade 5,,sudharaju434@gmail.com
S00601,Kara Reed,25-01-2014,Grade 3,,sudharaju434@gmail.com
S00602,Michelle Walker,09-07-2010,Grade 2,,sudharaju434@gmail.com
S00603,Christopher Lamb,06-05-2015,Grade 3,,sudharaju434@gmail.com
S00604,Timothy Johnson,09-01-2016,Grade 2,,sudharaju434@gmail.com
S00605,Kenneth Gaines,16-01-2011,Grade 5,,sudharaju434@gmail.com
S00606,Theresa Webb,20-07-2007,Grade 2,,sudharaju434@gmail.com
S00607,Wendy Anderson,01-06-2010,Grade 5,,sudharaju434@gmail.com
S00608,Kayla Gutierrez,03-05-2016,Grade 4,,sudharaju434@gmail.com
S00609,Tony Gomez,16-07-2014,Grade 1,,sudharaju434@gmail.com
S00610,Rachel Short,07-01-2018,Grade 3,,sudharaju434@gmail.com
S00611,Jill Holland,10-01-2016,Grade 4,,sudharaju434@gmail.com
S00612,Tamara Rowe,01-03-2007,Grade 3,,sudharaju434@gmail.com
S00613,Jesse Rollins,09-08-2012,Grade 1,,sudharaju434@gmail.com
S00614,Elaine Cardenas,24-10-2010,Grade 2,,sudharaju434@gmail.com
S00615,Mark Castillo,25-06-2008,Grade 2,,sudharaju434@gmail.com
S00616,Stephen Nichols,20-05-2012,Grade 2,,sudharaju434@gmail.com
S00617,tyler conner,30-12-2010,Grade 1,,sudharaju434@gmail.com
S00618,Maria Hunt,04-03-2016,Grade 4,,sudharaju434@gmail.com
S00619,Joshua Le,29-08-2016,Grade 5,,sudharaju434@gmail.com
S00620,Shawn Smith,22-08-2007,Grade 1,,sudharaju434@gmail.com
S00621,Tanya Lee,08-08-2018,Grade 5,,sudharaju434@gmail.com
S00622,Kelly Esparza,23-05-2008,Grade 1,,sudharaju434@gmail.com
S00623,Willie Wolf,21-09-2006,Grade 3,,sudharaju434@gmail.com
S00624,Daniel Goodman,30-11-2017,Grade 4,,sudharaju434@gmail.com
S00625,Michael Alvarado,01-05-2011,Grade 2,,sudharaju434@gmail.com
S00626,Johnny White,02-06-2016,Grade 1,,sudharaju434@gmail.com
S00627,Laurie Rivera,16-11-2015,Grade 4,,sudharaju434@gmail.com
S00628,destiny may,06-07-2006,Grade 1,,sudharaju434@gmail.com
S00629,Wesley Johnson,02-09-2014,Grade 2,,sudharaju434@gmail.com
S00630,thomas morgan,03-04-2015,Grade 3,,sudharaju434@gmail.com
S00631,Sarah Acosta,27-05-2015,Grade 1,,sudharaju434@gmail.com
S00632,Luis Castro,22-11-2016,Grade 4,,sudharaju434@gmail.com
S00633,Dr. Julie Henderson,20-03-2011,Grade 4,,sudharaju434@gmail.com
S00634,Nicole Shaw,01-10-2008,Grade 1,,sudharaju434@gmail.com
S00635,Tracy Gonzalez,11-01-2012,Grade 1,,sudharaju434@gmail.com
S00636,Sarah Howell,02-05-2014,Grade 1,,sudharaju434@gmail.com
S00637,Jonathan Sanders,21-08-2012,Grade 4,,sudharaju434@gmail.com
S00638,Daniel Johnson,14-03-2013,Grade 1,,sudharaju434@gmail.com
S00639,Megan Andrade,10-10-2016,Grade 1,,sudharaju434@gmail.com
S00640,Terry Terry,22-11-2012,Grade 2,,sudharaju434@gmail.com
S00641,Kathleen Young,04-29-2009,Grade 1,,sudharaju434@gmail.com
S00642,Cynthia Combs,09-05-2015,Grade 5,,sudharaju434@gmail.com
S00643,Kimberly Miller,23-01-2008,Grade 4,,sudharaju434@gmail.com
S00644,James Hogan,02-07-2013,Grade 2,,sudharaju434@gmail.com
S00645,Jessica Salas,21-07-2018,Grade 2,,sudharaju434@gmail.com
S00646,Mark Delacruz,02-18-2012,Grade 5,,sudharaju434@gmail.com
S00647,laura holt,06-09-2018,Grade 5,,sudharaju434@gmail.com
S00648,Jamie Sanchez,06-04-2015,Grade 1,,sudharaju434@gmail.com
S00649,Ryan Owen,13-06-2006,Grade 2,,sudharaju434@gmail.com
S00650,Peter Cabrera,14-05-2016,Grade 2,,sudharaju434@gmail.com
S00651,Sara Bradford,13-05-2013,Grade 1,,sudharaju434@gmail.com
S00652,Kenneth Lopez,08-01-2010,Grade 1,,sudharaju434@gmail.com
S00653,Beth Chapman,14-02-2007,Grade 3,,sudharaju434@gmail.com
S00654,Jackson Nguyen,13-09-2015,Grade 5,,sudharaju434@gmail.com
S00655,annette alexander,25-10-2017,Grade 5,,sudharaju434@gmail.com
S00656,Stephanie Gilbert,21-12-2012,Grade 5,,sudharaju434@gmail.com
S00657,Michelle Brock,23-10-2008,Grade 4,,sudharaju434@gmail.com
S00658,Carlos Frank,29-08-2014,Grade 1,,sudharaju434@gmail.com
S00659,Sherry Hammond,16-08-2014,Grade 4,,sudharaju434@gmail.com
S00660,Donna Ford,09-02-2019,Grade 2,,sudharaju434@gmail.com
S00661,Amanda Baker,02-09-2016,Grade 3,,sudharaju434@gmail.com
S00662,Stephanie Odom,21-11-2018,Grade 2,,sudharaju434@gmail.com
S00663,Johnathan Coleman,24-06-2016,Grade 4,,sudharaju434@gmail.com
S00664,Daniel Bowen,21-01-2013,Grade 1,,sudharaju434@gmail.com
S00665,Sarah Black,07-01-2012,Grade 2,,sudharaju434@gmail.com
S00666,Kristin Allen,28-02-2013,Grade 4,,sudharaju434@gmail.com
S00667,Andrew Hernandez,30-12-2014,Grade 1,,sudharaju434@gmail.com
S00668,Veronica Norman,27-03-2009,Grade 1,,sudharaju434@gmail.com
S00669,Wendy Woods,15-05-2016,Grade 5,,sudharaju434@gmail.com
S00670,Gabrielle Ferguson,03-11-2015,Grade 4,,sudharaju434@gmail.com
S00671,Robert Riddle,31-10-2011,Grade 4,,sudharaju434@gmail.com
S00672,Edward Walls,04-11-2011,Grade 4,,sudharaju434@gmail.com
S00673,Tami Moody,21-09-2015,Grade 5,,sudharaju434@gmail.com
S00674,Andrew Barry,28-10-2011,Grade 4,,sudharaju434@gmail.com
S00675,Diane Lara,04-04-2006,Grade 2,,sudharaju434@gmail.com
S00676,Cathy Kent,18-10-2007,Grade 1,,sudharaju434@gmail.com
S00677,Samuel Stewart,30-11-2007,Grade 1,,sudharaju434@gmail.com
S00678,Andrew White,14-07-2011,Grade 1,,sudharaju434@gmail.com
S00679,Kevin Wilson,13-07-2015,Grade 1,,sudharaju434@gmail.com
S00680,Jeffrey Drake,15-06-2007,Grade 5,,sudharaju434@gmail.com
S00681,Timothy Griffin,31-07-2006,Grade 3,,sudharaju434@gmail.com
S00682,Nicole Hunt,06-01-2010,Grade 5,,sudharaju434@gmail.com
S00683,Lindsey Blake,22-07-2018,Grade 1,,sudharaju434@gmail.com
S00684,Rebecca Ferguson,31-03-2017,Grade 5,,sudharaju434@gmail.com
S00685,Adrian Smith,18-07-2011,Grade 3,,sudharaju434@gmail.com
S00686,Thomas Jones,01-23-2016,Grade 3,,sudharaju434@gmail.com
S00687,Amy Baker DVM,09-06-2007,Grade 1,,sudharaju434@gmail.com
S00688,morgan greer,07-09-2010,Grade 2,,sudharaju434@gmail.com
S00689,Melissa Osborn,23-11-2015,Grade 3,,sudharaju434@gmail.com
S00690,Mike Arnold,24-06-2018,Grade 1,,sudharaju434@gmail.com
S00691,James Clark DVM,10-23-2014,Grade 2,,sudharaju434@gmail.com
S00692,Suzanne Jennings,31-03-2014,Grade 2,,sudharaju434@gmail.com
S00693,Victoria Cruz,04-02-2007,Grade 1,,sudharaju434@gmail.com
S00694,Laura Allen,04-06-2011,Grade 1,,sudharaju434@gmail.com
S00695,Brian Phillips,17-05-2010,Grade 5,,sudharaju434@gmail.com
S00696,Troy Smith MD,26-04-2012,Grade 3,,sudharaju434@gmail.com
S00697,Lorraine Jones,03-03-2013,Grade 3,,sudharaju434@gmail.com
S00698,Katherine Vang,12-07-2013,Grade 1,,sudharaju434@gmail.com
S00699,Michael Wilson,11-03-2016,Grade 2,,sudharaju434@gmail.com
S00700,Barbara Harper,16-02-2017,Grade 1,,sudharaju434@gmail.com
